,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label,youtube_id
0,0,0.0,0.025962207,0.12810618,0.010346739,0.02618583,0.0,0.072627716,0.5428627,0.64057076,0.0,0.30612773,0.0,0.0,0.017033296,0.0,0.004279599,0.024990598,0.24418297,0.0,0.0,0.0,0.0,0.21308522,0.0,0.12734815,0.0018298,0.14601287,0.0,0.0,0.0,0.0,0.003939476,0.013897982,0.32576072,0.24671367,0.0,0.009373003,0.010726151,0.0,0.0,0.26692012,0.0,0.045015674,0.0,0.007903005,0.0,0.31902245,0.4235073,0.010372693,0.13100362,0.06739775,0.0,0.0,0.004305075,0.1680577,0.0,0.44976163,0.0,0.0032078438,0.0,0.56695306,0.23130135,0.41254956,0.008809159,0.011856729,0.0,0.029793093,0.044706933,0.19322264,0.0,0.18708089,0.91661775,0.0074902996,0.00928556,0.006723077,0.005642207,0.0,0.54472685,0.084332764,0.3452085,0.0,0.27254945,0.101538345,0.0,0.22661027,0.1595697,0.09821677,0.07395895,0.0,0.0,0.1369617,0.067812756,0.023778873,0.9220556,0.37536144,0.14963615,0.0,0.04607331,0.39713046,0.0,0.0,0.86375964,0.0002213058,0.0,0.0,0.0,0.16486505,0.0,0.1926435,0.0,0.11885993,0.04501764,0.0075797113,0.025257653,0.0,0.019579507,0.0,0.71244794,0.6853918,0.0,0.0,0.016890997,0.0,0.0629435,0.25814816,0.0,0.04402269,0.005796811,dying hair,00EMZGzlhek
1,0,0.5296312,0.02591976,0.13907555,0.0,0.1828936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11467041,0.0,0.7620092,0.011971628,0.4001394,0.015614095,0.23793523,0.2933238,0.04423903,0.0106981415,0.015550328,0.12630384,0.06883332,0.3348796,0.028862322,0.0,0.0,0.0062605864,0.019488242,0.30972412,0.6223081,0.29677552,0.0,0.0,0.22033314,0.0,0.0,0.24774274,0.013956808,0.13289818,0.0,0.01656299,0.07722832,0.3302335,0.024220226,0.1399482,0.0625826,0.2794705,0.0,0.3281235,0.0,0.39409858,0.0,0.17012031,0.0,0.11315588,0.0925404,0.29944974,0.5382618,0.16377343,0.0,0.14281353,0.0,0.0,0.17153712,0.0,0.21419697,0.37977976,1.126296,0.0,0.6535928,0.017097164,0.0,0.0,0.3577993,0.15433827,0.12069501,0.06904459,0.106707536,0.0,0.5757227,0.044845097,0.04262553,0.0,0.22793575,0.0,0.004046665,0.0,0.15839404,0.029723767,0.21629319,0.12285765,0.10234424,0.327136,0.0,0.0,0.25102928,0.0,0.28335878,0.062167387,0.25054446,0.048133098,0.026762774,0.2032645,0.0,0.111589275,0.012751402,0.00011905411,0.0,0.12697151,0.0,0.0,0.0,0.0,0.09139274,0.0,0.036575057,0.1522251,0.050743956,0.050055854,0.07834927,0.11124535,0.044584677,0.072549686,0.0,fixing hair,010-V-VDIjg
2,1,0.09296714,0.066086374,0.058003515,0.0,0.24722822,0.06261859,0.0,0.0,0.033616208,0.0,0.0,0.0,0.0,0.0,0.049375385,0.113148496,0.11738093,0.13828681,0.4370388,0.10331841,0.49047938,0.39200142,0.056890476,0.0,0.28372625,0.08328554,0.08699837,0.3266031,0.0,0.012245417,0.0,0.40759808,0.07469581,0.19069137,0.08242299,0.0,0.0,0.0,0.0,0.0,0.14900935,0.0,0.14149535,0.0,0.0584369,0.18178217,0.42406154,0.06556995,0.06580534,0.129083,0.23630738,0.014474353,0.30183297,0.0,0.091220215,0.0,0.18502688,0.0,0.052681673,0.08161237,0.11380218,0.0090080295,0.035921924,0.07571362,0.0,0.0,0.26978827,0.38322207,0.0,0.26933682,0.052804817,0.030031431,0.0,0.0014239401,0.03212837,0.0,0.027987052,0.58205444,0.32406858,0.13680825,0.050272446,0.24445567,0.0,0.6131141,0.2923568,0.0032847617,0.0,0.15127483,0.01213813,0.045169458,0.0,0.28881648,0.04954202,0.64513224,0.03243021,0.585252,0.056634802,0.0,0.0,0.06592123,0.002272327,0.1484194,0.039586686,0.23955926,0.23857608,0.002490806,0.29137507,0.0,0.069208376,0.13993862,0.0,0.0,0.012335194,0.0,0.0,0.002006081,0.0,0.17996137,0.0,0.50424945,0.027764674,0.45749488,0.0,0.05855046,0.42131478,0.55475867,0.32435393,0.004265728,riding camel,01g3m09BmOs
3,2,0.0,0.08618496,0.11636911,0.0,0.0,0.0,0.009463946,0.0,0.0,0.036984466,0.0,0.0,0.0,0.08904526,0.26365313,0.0,0.27264655,0.21436246,0.0,0.021689894,0.029518876,0.9000265,0.033399284,0.0073625944,0.0404213,0.09242153,0.3560725,0.119290516,0.0,0.005111122,0.27199826,0.026947994,0.031612586,0.0,0.088958114,0.5119682,0.0,0.0,0.0,0.10744035,0.57557935,0.168457,0.04089462,0.058557052,0.574613,0.25923973,0.004177647,0.0,0.13552721,0.2250953,0.0,0.0,0.0,0.0,0.013333497,0.013306513,0.0017557621,0.02627613,0.0,0.13745764,0.0,0.0,0.0,0.0,0.08318863,0.0,0.00035924316,0.90664166,0.5680057,0.0,0.0,0.0012098032,0.0,0.0,0.020182807,0.00023967474,0.0,0.07897182,0.10063666,0.0,0.0,0.83176744,0.0,0.0,0.0,1.0068743,0.09554329,0.2669379,0.010427833,0.2577449,0.0,0.28918234,0.085588574,1.4316242,0.0,0.060320377,0.0,0.0,0.0,0.3086215,0.0,1.8843365,0.0,0.0,0.0,0.0,0.037797846,0.0,0.15009609,0.19431034,0.0,0.0,0.0,0.060594834,0.0,0.0,0.008407399,0.0,0.0,0.42173633,0.4146286,0.05098884,0.4423654,0.015380737,0.0,0.0,0.078761026,0.005430541,stretching leg,01K2CkCBJRU
4,3,0.10686024,0.0,0.7276997,0.0,0.0,0.0,0.0,0.0,0.0,0.052379303,0.0,0.0,0.0,0.5940225,0.06919826,0.040446483,0.27057916,0.05160107,0.034010112,0.156475,0.30495426,0.06464912,0.0,0.28784913,0.1977714,0.010151071,0.5357684,0.6915077,0.0,0.0077343746,0.004747129,0.044999033,0.37402946,0.23412538,0.049749725,0.6279809,0.0,0.20789179,0.0,0.2631455,0.18067126,0.15750647,0.047007583,0.006766957,0.37862682,0.0,0.31523594,0.27372167,0.6179346,0.0889413,0.0,0.0,0.004454392,0.0,0.1830478,0.0,0.15080282,0.0,0.0,0.15591995,6.367862e-05,0.021058386,0.0,0.0,0.02198558,0.0,0.012630837,0.7531464,0.0,0.055469822,0.0051575075,0.016453944,0.0,0.0,0.0,0.01208411,0.1552216,0.19208048,0.20904598,0.025998538,0.015503453,0.35725218,0.0,0.0,0.00021102019,0.13585925,0.0,0.021356035,0.0,0.13192482,0.0,0.24191308,0.04439563,0.59999704,0.0,0.22729997,0.0024200857,0.0,0.0,0.034318328,0.0,0.7001287,0.70957667,0.011647855,0.0,0.0,0.060569733,0.0,0.8853151,0.10811911,0.0,0.016343644,0.050319385,0.10595248,0.0,0.0,0.0,0.05758316,0.0,0.06521897,0.123615645,0.0,0.0,0.40069586,0.0,0.008173914,0.013043162,0.0,flipping pancake,01ZrQnMruig
5,4,0.0022810015,0.037320063,0.23762707,0.0,0.0,0.0,0.0,0.02254873,0.0,0.058289863,0.0,0.0,0.0,0.014787106,0.060639523,0.0,0.03470247,0.047178306,0.005712549,0.07431719,0.15489545,0.05543995,0.0,0.05755453,0.3241021,0.3876901,0.0,0.24018426,0.20760867,0.0,0.0,0.18058354,0.041538555,0.4223488,0.34963465,0.24442446,0.0,0.048966642,0.0,0.092833735,0.5010445,0.051737957,0.18194735,0.03436826,0.15213773,0.003306482,0.60774153,0.3225846,0.5628482,0.26162872,0.0,0.00050644146,0.0,0.0,0.2882736,0.0,0.17477958,0.01106116,0.14323469,0.16109039,0.22432773,0.0,0.0,0.0,0.07697827,0.0,0.0,0.51095086,0.013520827,0.071040854,0.0006921133,0.0,0.0,0.0,0.18817954,0.028698573,0.0,0.65179515,0.22312681,0.137149,0.01324186,0.3848432,0.0,0.0,0.027808577,0.5647646,0.0,0.20552132,0.006190047,0.04404379,0.0,0.3415126,0.0,0.11427679,0.4015134,0.57619184,0.07203367,0.0,0.0,0.0041811117,0.1541078,0.17342302,0.09282849,0.40383834,0.0,0.0,0.3201971,0.0,0.32768634,0.24459341,0.0,0.17011747,0.06373791,0.09074168,0.0,0.0065428265,0.016551077,0.06156776,0.0,0.28873092,0.0,0.026144326,0.026823724,0.4099883,0.0434514,0.0,0.14409907,0.011014326,stretching leg,02DqLWNxQ0M
6,5,0.2613863,0.0,0.65619546,0.0,0.0,0.0,0.0,0.0,0.011983244,0.03671006,0.0,0.0,0.0,0.3278705,0.10432376,0.15108153,0.049618393,0.29290298,0.050645042,0.1382905,0.28015953,0.14420223,0.016545877,0.48052892,0.01966616,0.0,0.73143107,0.015296457,0.0,0.022553151,0.5195868,0.0,0.07015651,0.42560458,0.3142957,0.34383482,0.0,0.7136885,0.0,0.13749084,0.4780434,0.031173563,0.04855305,0.0,0.12116643,0.0172464,0.15796971,0.10823405,0.09927942,0.0045145554,0.009691003,0.0,0.0,0.0,0.063293375,0.0066752285,0.56306946,0.0,0.0,0.37260157,0.14819798,0.009965559,0.0,0.0,0.06647431,0.0,0.0,0.2663146,0.0,0.20145996,0.05682212,0.75613177,0.0,0.01682754,0.0654162,0.031593367,0.03714387,0.13990967,0.5603611,0.0748968,0.051551837,0.30693054,0.0,0.061150026,0.0,0.06407235,0.0,0.012680168,0.0,0.0026003653,0.0,0.35068676,0.010112348,0.19356182,0.0,0.09276275,0.038458835,0.0,0.0,0.04224057,0.0,0.8322979,0.0974576,0.02248101,0.0,0.0,0.027301094,0.0,0.34351113,0.07198317,0.0,0.002809038,0.24552388,0.09761737,0.0,0.0,0.0,0.30326143,0.0,0.01542229,0.315406,0.0008860577,0.08313368,0.31471643,0.010635635,0.002080162,0.07251755,0.0,flipping pancake,038zQEwoH64
7,6,0.0,0.12802058,0.25545484,0.00427398,0.028791297,0.0,0.0,0.135366,0.0,0.0,0.042010617,0.0,0.0,0.0,0.0010425618,0.30590463,0.30755624,0.22104493,0.0,0.029927144,0.05158674,0.0,0.1457132,0.0,0.35140842,0.16257782,0.008672736,0.06669127,0.06812074,0.0,0.0,0.17193761,0.08095092,0.12870318,0.111042276,0.0,0.11471682,0.0,0.0,0.0,0.19211496,0.0,0.115681775,0.030433854,0.02648151,0.0,0.65709865,0.2694071,0.028455185,0.09653551,0.00038356226,0.0,0.0,0.0,0.66804045,0.0,0.7470774,0.36877936,0.018517878,0.06720982,0.009629774,0.058277458,0.027142694,0.0,0.043931495,0.0,0.009428433,0.08928425,0.15690741,0.0,0.16662148,0.18370223,0.0,0.01553039,0.06793078,0.011301438,0.0,0.6906371,0.21861623,0.16716722,0.0,0.106929205,0.16046801,0.0,0.22804984,0.21984608,0.0,0.19088309,0.0,0.31183457,0.0,0.47921348,0.0,0.9226224,0.34985116,0.34985092,0.0,0.14944756,0.47657686,0.010201009,0.004460884,0.39546674,0.0,0.11676223,0.0,0.0,0.5646684,0.0,0.4274061,0.0,0.0,0.032898244,0.25063,0.0,0.15074578,0.048487693,0.011799025,0.1674685,0.0,0.06693185,0.1711233,0.18401,0.0,0.107609905,0.0076896497,0.0,0.0,0.07869233,fixing hair,03D52lUTeEA
8,7,0.50843674,0.0,0.17736006,0.20511995,0.016234623,0.0,0.0,0.18063073,0.0,0.0,0.0,0.0,0.0,0.027139181,0.0,0.4055448,0.0,0.29535943,0.0019092523,0.0,0.017944572,0.0,0.04814991,0.0,0.08762135,0.0,0.0,0.0,0.0,0.0,0.0,0.32198068,0.2770203,0.1786608,0.7291097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011447384,0.0,0.106181085,0.0,0.09223495,0.043786313,0.3877982,0.022606984,0.0,0.0,0.0,0.0,0.27292016,0.0,0.54807514,0.0,0.0,0.0,0.0,0.011514437,0.27592877,0.0,0.57359976,0.0,0.0,0.46805164,0.0,0.05489577,0.04836671,0.91456896,0.0,0.0,0.0,0.03516671,0.0,0.8580294,0.26875868,0.11301046,0.0,0.0736867,0.36607742,0.0,0.16102259,0.029114135,0.025025105,0.10647265,0.0,0.0,0.0,0.584106,0.0,1.0660385,0.0,0.2881278,0.057117354,0.0044832337,0.0,0.0,0.0,0.895335,0.4110924,0.52006453,0.0,0.0,0.015663022,0.0,0.8466132,0.0072825546,0.0,0.7060928,0.45472565,0.0,0.0066299033,0.0,0.0,0.33675775,0.0,0.12774114,0.16060962,0.0,0.0,0.0,0.07821142,0.051717047,0.0,0.0,balloon blowing,06FKXtuErCc
9,8,0.15496626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09272803,0.0,0.0,0.01709434,0.0,0.0,0.27007204,0.34030673,0.13382018,0.0,0.0,0.0,0.0,0.2068702,0.0037990168,0.0048052156,0.012308951,0.0,0.0,0.0,0.085114524,0.007334416,0.16304402,0.0,0.02682333,0.0,0.0,0.060718864,0.040120322,0.0,0.0,0.0,0.0,0.105874225,0.11184559,1.2974427,0.0,0.0,0.0,0.0,0.0,0.0,0.037970535,2.0569522,0.0,0.0,0.000613926,0.0,0.099327326,0.0,0.0,0.03455118,0.0,0.0,0.7858139,0.0,0.3756383,0.0,0.6116848,0.0,0.012603474,0.0,0.8776783,0.24182038,1.1296147,0.05274383,0.0,0.06381819,0.0,0.0,0.009186502,0.036752634,0.0,0.0,0.16503453,0.0,0.10636513,0.0,0.23696426,0.0,2.9989052,0.0,0.066508904,1.0684576,0.0,0.0,1.0699675,0.0,0.0,0.10755458,0.0,0.0,0.0,0.0,0.0,0.577126,0.12628439,0.030551616,0.0,0.0335784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014853938,0.0,0.0,0.0,0.0,0.02425068,0.07899348,0.0,wrapping present,06t5SARFE2I
